ebv,Gmag_cor,BPmag_cor,RPmag_cor,Jmag_cor,Hmag_cor,Kmag_cor,W1mag_cor,W2mag_cor,W3mag_cor,ebv_index
5.6,-15.690556957550166,-19.273257940147428,-10.416320345113542,-4.549307326888922,-2.834004126365897,-1.9437930882536476,-1.1115330977775812,-0.7754048271950613,-0.29576344367513524,56
5.7,-15.970745474649275,-19.6174232605072,-10.602326065561998,-4.630544957726224,-2.884611342908145,-1.9785036791153197,-1.131381903095038,-0.7892513419664017,-0.30104493374076263,57
5.8,-16.250933991748386,-19.961588580866977,-10.788331786010454,-4.711782588563527,-2.9352185594503934,-2.0132142699769924,-1.151230708412495,-0.803097856737742,-0.3063264238063901,58
5.9,-16.531122508847496,-20.30575390122675,-10.97433750645891,-4.7930202194008285,-2.9858257759926414,-2.0479248608386644,-1.1710795137299517,-0.8169443715090824,-0.3116079138720175,59
6.0,-16.811311025946605,-20.649919221586526,-11.160343226907365,-4.874257850238131,-3.0364329925348894,-2.0826354517003365,-1.1909283190474085,-0.8307908862804227,-0.31688940393764486,60
6.1,-17.091499543045718,-20.994084541946307,-11.346348947355825,-4.955495481075434,-3.0870402090771383,-2.1173460425620094,-1.2107771243648655,-0.8446374010517633,-0.32217089400327237,61
6.2,-17.371688060144827,-21.33824986230608,-11.532354667804277,-5.036733111912735,-3.137647425619386,-2.152056633423681,-1.230625929682322,-0.8584839158231036,-0.3274523840688997,62
6.3,-17.651876577243936,-21.682415182665853,-11.718360388252734,-5.117970742750037,-3.188254642161634,-2.186767224285353,-1.250474734999779,-0.8723304305944438,-0.3327338741345271,63
6.4,-17.93206509434305,-22.02658050302563,-11.904366108701192,-5.19920837358734,-3.2388618587038827,-2.221477815147026,-1.270323540317236,-0.8861769453657844,-0.3380153642001546,64
6.5,-18.212253611442158,-22.370745823385406,-12.090371829149648,-5.280446004424642,-3.2894690752461306,-2.256188406008698,-1.2901723456346927,-0.9000234601371248,-0.343296854265782,65
6.6,-18.492442128541263,-22.714911143745177,-12.276377549598102,-5.361683635261944,-3.340076291788378,-2.29089899687037,-1.3100211509521493,-0.913869974908465,-0.34857834433140933,66
6.7,-18.772630645640373,-23.05907646410495,-12.462383270046557,-5.442921266099245,-3.390683508330626,-2.325609587732042,-1.329869956269606,-0.9277164896798054,-0.3538598343970367,67
6.8,-19.05281916273949,-23.403241784464733,-12.648388990495015,-5.524158896936549,-3.441290724872875,-2.360320178593715,-1.3497187615870632,-0.9415630044511458,-0.3591413244626642,68
6.9,-19.333007679838598,-23.747407104824507,-12.83439471094347,-5.60539652777385,-3.491897941415123,-2.395030769455387,-1.3695675669045198,-0.9554095192224862,-0.3644228145282916,69
7.0,-19.613196196937707,-24.09157242518428,-13.020400431391927,-5.686634158611152,-3.542505157957371,-2.4297413603170592,-1.3894163722219766,-0.9692560339938265,-0.369704304593919,70
7.1,-19.893384714036817,-24.435737745544056,-13.206406151840383,-5.767871789448455,-3.5931123744996194,-2.4644519511787317,-1.4092651775394334,-0.983102548765167,-0.37498579465954646,71
7.2,-20.173573231135926,-24.77990306590383,-13.39241187228884,-5.849109420285757,-3.6437195910418674,-2.499162542040404,-1.4291139828568902,-0.9969490635365074,-0.38026728472517385,72
7.3,-20.45376174823504,-25.12406838626361,-13.578417592737296,-5.93034705112306,-3.694326807584116,-2.5338731329020763,-1.4489627881743472,-1.0107955783078477,-0.3855487747908013,73
7.4,-20.733950265334148,-25.468233706623383,-13.764423313185752,-6.011584681960361,-3.744934024126364,-2.5685837237637483,-1.4688115934918038,-1.0246420930791882,-0.3908302648564287,74
7.5,-21.014138782433257,-25.812399026983158,-13.950429033634206,-6.092822312797663,-3.7955412406686118,-2.603294314625421,-1.4886603988092606,-1.0384886078505284,-0.3961117549220561,75
7.6,-21.294327299532366,-26.156564347342936,-14.136434754082664,-6.1740599436349655,-3.84614845721086,-2.638004905487093,-1.5085092041267174,-1.052335122621869,-0.40139324498768353,76
7.7,-21.574515816631475,-26.500729667702707,-14.322440474531119,-6.255297574472268,-3.896755673753108,-2.6727154963487654,-1.5283580094441742,-1.0661816373932091,-0.4066747350533109,77
7.8,-21.854704333730588,-26.844894988062485,-14.508446194979577,-6.336535205309571,-3.9473628902953566,-2.707426087210438,-1.5482068147616312,-1.0800281521645496,-0.41195622511893837,78
7.9,-22.134892850829697,-27.18906030842226,-14.694451915428031,-6.417772836146872,-3.9979701068376046,-2.74213667807211,-1.5680556200790878,-1.09387466693589,-0.41723771518456576,79
8.0,-22.415081367928806,-27.533225628782034,-14.880457635876487,-6.499010466984174,-4.0485773233798525,-2.776847268933782,-1.5879044253965446,-1.1077211817072303,-0.42251920525019315,80
8.1,-22.695269885027916,-27.87739094914181,-15.066463356324943,-6.580248097821476,-4.0991845399221,-2.811557859795454,-1.6077532307140014,-1.1215676964785706,-0.42780069531582054,81
8.2,-22.97545840212703,-28.22155626950159,-15.252469076773401,-6.661485728658779,-4.149791756464349,-2.846268450657127,-1.6276020360314585,-1.1354142112499113,-0.43308218538144805,82
8.3,-23.255646919226137,-28.56572158986136,-15.438474797221858,-6.742723359496082,-4.200398973006598,-2.880979041518799,-1.6474508413489153,-1.1492607260212515,-0.43836367544707544,83
8.4,-23.535835436325247,-28.909886910221136,-15.624480517670312,-6.823960990333383,-4.251006189548845,-2.915689632380471,-1.6672996466663719,-1.163107240792592,-0.44364516551270283,84
8.5,-23.816023953424356,-29.25405223058091,-15.810486238118768,-6.905198621170685,-4.301613406091093,-2.950400223242143,-1.6871484519838287,-1.1769537555639322,-0.4489266555783302,85
8.6,-24.096212470523465,-29.598217550940685,-15.996491958567223,-6.986436252007987,-4.352220622633341,-2.9851108141038156,-1.7069972573012855,-1.1908002703352725,-0.4542081456439576,86
8.7,-24.37640098762258,-29.942382871300467,-16.182497679015682,-7.06767388284529,-4.402827839175591,-3.019821404965488,-1.7268460626187425,-1.2046467851066132,-0.4594896357095851,87
8.8,-24.65658950472169,-30.28654819166024,-16.36850339946414,-7.1489115136825925,-4.453435055717838,-3.0545319958271606,-1.7466948679361993,-1.2184932998779534,-0.4647711257752125,88
8.9,-24.9367780218208,-30.630713512020016,-16.55450911991259,-7.230149144519894,-4.504042272260087,-3.0892425866888327,-1.766543673253656,-1.2323398146492939,-0.4700526158408399,89
9.0,-25.216966538919905,-30.974878832379787,-16.740514840361048,-7.311386775357196,-4.554649488802334,-3.1239531775505047,-1.7863924785711127,-1.2461863294206341,-0.4753341059064673,90
9.1,-25.497155056019015,-31.31904415273956,-16.926520560809504,-7.392624406194498,-4.605256705344582,-3.1586637684121768,-1.8062412838885695,-1.2600328441919744,-0.4806155959720947,91
9.2,-25.77734357311813,-31.663209473099343,-17.112526281257963,-7.473862037031801,-4.655863921886831,-3.1933743592738497,-1.8260900892060266,-1.273879358963315,-0.4858970860377222,92
9.3,-26.05753209021724,-32.007374793459114,-17.298532001706416,-7.555099667869103,-4.706471138429079,-3.2280849501355218,-1.8459388945234834,-1.2877258737346553,-0.4911785761033496,93
9.4,-26.33772060731635,-32.35154011381889,-17.484537722154872,-7.636337298706405,-4.757078354971327,-3.262795540997194,-1.86578769984094,-1.3015723885059958,-0.496460066168977,94
9.5,-26.61790912441546,-32.69570543417866,-17.67054344260333,-7.717574929543707,-4.807685571513575,-3.2975061318588663,-1.8856365051583968,-1.315418903277336,-0.5017415562346044,95
9.6,-26.89809764151457,-33.03987075453845,-17.85654916305179,-7.79881256038101,-4.858292788055824,-3.332216722720539,-1.9054853104758538,-1.3292654180486765,-0.5070230463002319,96
9.7,-27.17828615861368,-33.38403607489822,-18.042554883500245,-7.880050191218312,-4.908900004598072,-3.366927313582211,-1.9253341157933106,-1.343111932820017,-0.5123045363658593,97
9.8,-27.45847467571279,-33.728201395258,-18.228560603948697,-7.961287822055614,-4.95950722114032,-3.4016379044438834,-1.9451829211107674,-1.3569584475913572,-0.5175860264314867,98
9.9,-27.7386631928119,-34.07236671561777,-18.414566324397153,-8.042525452892916,-5.010114437682568,-3.4363484953055554,-1.965031726428224,-1.3708049623626977,-0.522867516497114,99
10.0,-28.018851709911008,-34.41653203597754,-18.60057204484561,-8.123763083730218,-5.060721654224816,-3.4710590861672275,-1.9848805317456808,-1.384651477134038,-0.5281490065627414,100
10.1,-28.29904022701012,-34.760697356337324,-18.78657776529407,-8.205000714567522,-5.111328870767065,-3.5057696770289004,-2.004729337063138,-1.3984979919053784,-0.5334304966283689,101
10.2,-28.57922874410923,-35.104862676697095,-18.972583485742522,-8.286238345404822,-5.1619360873093125,-3.5404802678905725,-2.0245781423805944,-1.4123445066767188,-0.5387119866939963,102
10.3,-28.85941726120834,-35.449027997056874,-19.158589206190978,-8.367475976242124,-5.212543303851561,-3.5751908587522445,-2.0444269476980512,-1.426191021448059,-0.5439934767596237,103
10.4,-29.13960577830745,-35.793193317416645,-19.344594926639434,-8.448713607079426,-5.2631505203938085,-3.6099014496139166,-2.064275753015508,-1.4400375362193996,-0.5492749668252511,104
10.5,-29.419794295406565,-36.13735863777642,-19.530600647087894,-8.52995123791673,-5.313757736936058,-3.6446120404755895,-2.0841245583329653,-1.45388405099074,-0.5545564568908786,105
10.6,-29.699982812505674,-36.4815239581362,-19.716606367536347,-8.611188868754033,-5.364364953478305,-3.6793226313372616,-2.103973363650422,-1.4677305657620803,-0.559837946956506,106
10.7,-29.980171329604783,-36.82568927849597,-19.902612087984803,-8.692426499591333,-5.414972170020554,-3.7140332221989336,-2.1238221689678785,-1.4815770805334207,-0.5651194370221334,107
10.8,-30.260359846703892,-37.16985459885575,-20.08861780843326,-8.773664130428635,-5.465579386562801,-3.748743813060606,-2.1436709742853353,-1.495423595304761,-0.5704009270877608,108
10.9,-30.540548363802994,-37.514019919215514,-20.274623528881712,-8.854901761265936,-5.516186603105048,-3.7834544039222773,-2.1635197796027916,-1.5092701100761012,-0.5756824171533881,109
11.0,-30.82073688090211,-37.8581852395753,-20.46062924933017,-8.93613939210324,-5.566793819647297,-3.81816499478395,-2.183368584920249,-1.5231166248474417,-0.5809639072190156,110
11.1,-31.100925398001223,-38.20235055993508,-20.646634969778628,-9.017377022940543,-5.617401036189547,-3.852875585645623,-2.203217390237706,-1.5369631396187822,-0.5862453972846431,111
11.2,-31.381113915100332,-38.546515880294855,-20.832640690227084,-9.098614653777844,-5.668008252731794,-3.887586176507295,-2.2230661955551625,-1.5508096543901226,-0.5915268873502705,112
11.3,-31.66130243219944,-38.890681200654626,-21.01864641067554,-9.179852284615146,-5.7186154692740425,-3.9222967673689673,-2.2429150008726193,-1.5646561691614629,-0.5968083774158979,113
11.4,-31.94149094929855,-39.2348465210144,-21.204652131123996,-9.261089915452448,-5.76922268581629,-3.9570073582306393,-2.262763806190076,-1.5785026839328034,-0.6020898674815253,114
11.5,-32.22167946639766,-39.579011841374175,-21.39065785157245,-9.34232754628975,-5.8198299023585385,-3.991717949092312,-2.282612611507533,-1.5923491987041436,-0.6073713575471527,115
11.6,-32.50186798349677,-39.92317716173395,-21.57666357202091,-9.423565177127054,-5.870437118900787,-4.026428539953985,-2.30246141682499,-1.606195713475484,-0.6126528476127802,116
11.7,-32.782056500595885,-40.26734248209373,-21.762669292469365,-9.504802807964355,-5.921044335443035,-4.061139130815657,-2.3223102221424465,-1.6200422282468245,-0.6179343376784076,117
11.8,-33.06224501769499,-40.6115078024535,-21.94867501291782,-9.586040438801657,-5.971651551985283,-4.095849721677329,-2.3421590274599033,-1.6338887430181648,-0.623215827744035,118
11.9,-33.342433534794104,-40.95567312281328,-22.134680733366274,-9.667278069638959,-6.022258768527531,-4.130560312539001,-2.36200783277736,-1.6477352577895052,-0.6284973178096623,119
12.0,-33.62262205189321,-41.29983844317305,-22.32068645381473,-9.748515700476261,-6.072865985069779,-4.165270903400673,-2.381856638094817,-1.6615817725608455,-0.6337788078752897,120
12.1,-33.90281056899232,-41.64400376353283,-22.50669217426319,-9.829753331313565,-6.123473201612028,-4.199981494262346,-2.401705443412274,-1.675428287332186,-0.6390602979409172,121
12.2,-34.182999086091435,-41.988169083892615,-22.69269789471165,-9.910990962150867,-6.1740804181542766,-4.234692085124019,-2.421554248729731,-1.6892748021035267,-0.6443417880065447,122
12.3,-34.46318760319054,-42.33233440425238,-22.878703615160102,-9.992228592988168,-6.224687634696524,-4.26940267598569,-2.4414030540471874,-1.7031213168748667,-0.649623278072172,123
12.4,-34.74337612028965,-42.67649972461216,-23.064709335608555,-10.07346622382547,-6.275294851238772,-4.304113266847362,-2.461251859364644,-1.7169678316462071,-0.6549047681377994,124
12.5,-35.02356463738876,-43.02066504497193,-23.25071505605701,-10.154703854662772,-6.325902067781019,-4.338823857709034,-2.481100664682101,-1.7308143464175474,-0.6601862582034268,125
12.6,-35.30375315448787,-43.364830365331706,-23.436720776505467,-10.235941485500074,-6.376509284323268,-4.373534448570706,-2.500949469999558,-1.7446608611888876,-0.6654677482690542,126
12.7,-35.583941671586985,-43.708995685691484,-23.622726496953927,-10.317179116337376,-6.427116500865517,-4.408245039432379,-2.5207982753170146,-1.7585073759602283,-0.6707492383346817,127
12.8,-35.8641301886861,-44.05316100605126,-23.808732217402383,-10.39841674717468,-6.477723717407765,-4.442955630294052,-2.540647080634472,-1.7723538907315688,-0.6760307284003092,128
12.9,-36.1443187057852,-44.39732632641103,-23.994737937850836,-10.47965437801198,-6.528330933950013,-4.477666221155723,-2.5604958859519282,-1.786200405502909,-0.6813122184659365,129
13.0,-36.424507222884316,-44.74149164677081,-24.180743658299296,-10.560892008849285,-6.578938150492261,-4.512376812017396,-2.5803446912693855,-1.8000469202742495,-0.686593708531564,130
13.1,-36.70469573998342,-45.08565696713059,-24.366749378747752,-10.642129639686587,-6.62954536703451,-4.547087402879068,-2.6001934965868423,-1.8138934350455898,-0.6918751985971914,131
13.2,-36.98488425708253,-45.42982228749035,-24.552755099196204,-10.723367270523887,-6.680152583576756,-4.58179799374074,-2.6200423019042987,-1.82773994981693,-0.6971566886628187,132
13.3,-37.26507277418164,-45.77398760785013,-24.73876081964466,-10.80460490136119,-6.730759800119006,-4.616508584602413,-2.6398911072217555,-1.8415864645882705,-0.7024381787284462,133
13.4,-37.545261291280745,-46.1181529282099,-24.924766540093113,-10.88584253219849,-6.781367016661252,-4.651219175464084,-2.659739912539212,-1.8554329793596107,-0.7077196687940734,134
13.5,-37.82544980837986,-46.46231824856968,-25.110772260541573,-10.967080163035794,-6.831974233203502,-4.685929766325757,-2.679588717856669,-1.8692794941309512,-0.713001158859701,135
13.6,-38.10563832547898,-46.806483568929465,-25.29677798099003,-11.048317793873098,-6.88258144974575,-4.72064035718743,-2.6994375231741263,-1.8831260089022916,-0.7182826489253284,136
13.7,-38.38582684257808,-47.150648889289236,-25.482783701438485,-11.129555424710398,-6.9331886662879985,-4.755350948049102,-2.7192863284915827,-1.8969725236736321,-0.7235641389909558,137
13.8,-38.666015359677196,-47.494814209649014,-25.66878942188694,-11.2107930555477,-6.983795882830246,-4.790061538910774,-2.7391351338090395,-1.9108190384449724,-0.7288456290565832,138
13.9,-38.9462038767763,-47.838979530008785,-25.854795142335398,-11.292030686385003,-7.034403099372494,-4.824772129772446,-2.7589839391264963,-1.9246655532163128,-0.7341271191222106,139
14.0,-39.226392393875415,-48.18314485036856,-26.040800862783854,-11.373268317222305,-7.085010315914742,-4.8594827206341185,-2.778832744443953,-1.938512067987653,-0.739408609187838,140
14.1,-39.50658091097453,-48.52731017072834,-26.22680658323231,-11.454505948059609,-7.135617532456991,-4.894193311495791,-2.7986815497614104,-1.9523585827589935,-0.7446900992534655,141
14.2,-39.78676942807363,-48.87147549108811,-26.412812303680766,-11.53574357889691,-7.186224748999239,-4.9289039023574635,-2.8185303550788667,-1.966205097530334,-0.7499715893190929,142
14.3,-40.066957945172746,-49.21564081144789,-26.598818024129223,-11.616981209734211,-7.236831965541487,-4.9636144932191355,-2.8383791603963235,-1.9800516123016743,-0.7552530793847203,143
14.4,-40.34714646227185,-49.55980613180766,-26.78482374457768,-11.698218840571514,-7.287439182083735,-4.998325084080808,-2.8582279657137803,-1.9938981270730147,-0.7605345694503477,144
14.5,-40.627334979370964,-49.90397145216744,-26.97082946502613,-11.779456471408816,-7.338046398625982,-5.03303567494248,-2.878076771031237,-2.007744641844355,-0.7658160595159751,145
14.6,-40.90752349647008,-50.24813677252722,-27.15683518547459,-11.86069410224612,-7.388653615168232,-5.0677462658041526,-2.8979255763486944,-2.0215911566156954,-0.7710975495816026,146
14.7,-41.18771201356919,-50.592302092886996,-27.34284090592305,-11.941931733083422,-7.439260831710481,-5.1024568566658255,-2.917774381666151,-2.035437671387036,-0.7763790396472301,147
14.8,-41.467900530668295,-50.93646741324677,-27.528846626371504,-12.023169363920722,-7.489868048252728,-5.137167447527497,-2.9376231869836076,-2.0492841861583764,-0.7816605297128574,148
14.9,-41.7480890477674,-51.28063273360654,-27.71485234681996,-12.104406994758024,-7.540475264794976,-5.171878038389169,-2.9574719923010644,-2.0631307009297166,-0.7869420197784848,149
15.0,-42.028277564866514,-51.624798053966316,-27.900858067268413,-12.185644625595327,-7.5910824813372235,-5.206588629250842,-2.977320797618521,-2.076977215701057,-0.7922235098441122,150
