name,ra,dec,Class,significance,Fcsc_s,e_Fcsc_s,Fcsc_m,e_Fcsc_m,Fcsc_h,e_Fcsc_h,var_intra_prob,var_inter_prob,powlaw_gamma_mean,e_powlaw_gamma_mean,MW_MW,p_any,p_i,Gmag,BPmag,RPmag,e_Gmag,e_BPmag,e_RPmag,RPlx,PM,epsi,sepsi,ruwe,rgeo,Jmag,Hmag,Kmag,e_Jmag,e_Hmag,e_Kmag,W1mag,W2mag,W3mag,e_W1mag,e_W2mag,e_W3mag
2CXO J204710.2+105307,311.7927039,10.8855053,LMXB,3.75000000000006,7.135862012704652e-16,4.430431172830584e-16,1.8732811093750002e-15,7.582328299851002e-16,8.561185521843891e-15,3.822458961505512e-15,0.7806504395339,0.982,,,-99,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,
2CXO J010111.0-642230,15.2962139,-64.3751782,LMXB,4.88888888888889,2.4215855199933204e-14,6.925510685188877e-15,6.085496275462728e-15,2.2097763883576066e-15,5.560866411546601e-15,3.3702220676040005e-15,0.28786786351629,,,,-9,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,
2CXO J062153.2-271002,95.4716931,-27.1673729,CV,7.670878516024618,4.796111471164e-15,1.3150628227385e-15,3.5011262003529838e-15,7.693578966271243e-16,1.1722680308896522e-14,2.4535842506993003e-15,0.58986628005533,,,,-99,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,
2CXO J112401.1-365319,171.0047099,-36.8886476,LMXB,10.266420896918898,1.4209514661508e-14,2.3743440311739997e-15,9.508531215142541e-15,1.6853747793165498e-15,3.383912992342521e-14,6.554554332789655e-15,0.972550455681664,,,,-99,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,
2CXO J141430.1-651622,213.625534,-65.2728568,CV,30.777429530317576,7.638802192710132e-15,6.915738669308561e-16,1.2359550552736703e-14,7.151176769721514e-16,7.732609437392438e-14,3.770992127043864e-15,1.0,0.998,1.4377513381864464,0.120861915172606,-99,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,
2CXO J165000.9-495744,252.503942,-49.9622941,LMXB,86.04466633434998,1.2756281750416842e-16,1.2556215985120411e-16,1.36992733894868e-16,1.3699273389486502e-16,3.5167709404166806e-15,2.26078131883925e-15,0.13741268669617,,,,-9,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,
2CXO J173413.4-260518,263.5560341,-26.0885277,LMXB,14.811133502624216,5.939491469685557e-16,1.2038571739954493e-16,2.179437600700912e-15,2.5432464641219e-16,7.091110708953622e-16,2.2204764901054376e-16,0.931490364183743,1.0,,,-99,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,
2CXO J173953.9-282946,264.9747463,-28.4962303,LMXB,4.378378378377972,8.334132214595498e-16,4.079685560090975e-16,6.604260172504791e-15,1.3701544552555885e-15,1.0701601736906632e-14,3.595139637935827e-15,0.76256262024913,0.204,,,-99,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,
2CXO J174931.7-280805,267.382206,-28.1347369,LMXB,6.976798504649654,3.6422004122260896e-15,2.7517211635855103e-15,1.607825555080847e-15,6.6137114743027695e-16,5.0676788662310175e-14,7.979917284986458e-15,0.55892299856044,0.308,,,-99,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,
2CXO J180632.1-221417,271.6340718,-22.2380965,LMXB,26.28990343455141,7.978845608028655e-18,6.028102749890869e-18,7.978845608028655e-18,6.028102749890869e-18,7.978845608028655e-18,6.028102749890869e-18,,,,,-99,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,
2CXO J181044.4-260901,272.6852764,-26.1503718,LMXB,9.29145716449968,6.303184751258203e-15,9.854269928324994e-16,4.248147308554356e-15,8.417071308701547e-16,6.785000930661081e-15,2.039691583830285e-15,0.5387446628377299,,,,-99,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,
2CXO J185841.4+223929,284.6728696,22.6583106,LMXB,2.1111111111110903,5.176135070432181e-16,3.1370515578376497e-16,4.2737123161293006e-16,3.2561617646699005e-16,7.186823036024254e-16,5.429721269809194e-16,0.82401954657819,,,,-99,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,
2CXO J190853.0+092305,287.2211283,9.3847308,LMXB,73.66429091792207,4.763904186466428e-16,4.349651648512845e-16,1.5898136249311841e-15,9.635234090492101e-16,7.934756572339565e-15,4.055489783127503e-15,0.9284432767092968,,,,-99,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,
2CXO J205107.5-082737,312.7813057,-8.4604877,LMXB,5.687144724815869,1.6476663208865273e-15,4.508379704883983e-16,1.1284127462820672e-15,3.764263819384062e-16,1.853549884343865e-15,8.29260052154637e-16,0.78987823075862,0.958,,,-99,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,
2CXO J215544.4+380116,328.9352699,38.0211982,CV,21.02340334422556,3.862850607049552e-15,3.539468800938975e-16,5.333147262310995e-15,4.4031884368400595e-16,1.872756514941877e-14,1.6371547504318429e-15,0.9999999999982444,0.935,1.904150114871547,0.1567819529694461,-99,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,
2CXO J224142.0-523636,340.4250381,-52.6100598,LMXB,8.228505259487392,2.8204191943565e-14,5.0140785677450015e-15,9.697239190621072e-15,1.9027922787480098e-15,7.0916911072915254e-15,3.3472177075271534e-15,0.6743398521928,,,,-99,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,
2CXO J000330.4-260121,0.87672,-26.0225364,AGN,2.318181818181794,8.283365638063173e-16,6.258170872602855e-16,6.921713763910292e-16,6.427305637916705e-16,3.916914879263908e-15,1.746276872778222e-15,0.7915031866773801,0.397,,,-,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,
2CXO J002316.8+092323,5.8203735,9.3899892,LMXB,6.387556143583858,1.3195491576277902e-14,2.370466689353203e-15,2.676894537966123e-15,1.003757549340298e-15,1.2494718803980865e-15,1.0319964315496708e-15,0.993940256009532,0.721,,,-,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,
2CXO J002725.2+045429,6.8552509,4.908239,AGN,12.961423794673196,1.078403504465884e-14,1.6145502789490993e-15,9.38684946262974e-15,1.1377345068750108e-15,2.1025373051036e-14,3.6176922140400015e-15,0.42727134002023,,2.1296941638923506,0.273105202172492,-99,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,
2CXO J002903.0+593419,7.2626752,59.5719451,LMXB,18.99246733969398,1.0153315231423934e-14,1.0027350998920658e-15,9.597881853515171e-15,1.0536878733529004e-15,2.3819238016041358e-14,3.064269447734196e-15,0.999956974501068,1.0,,,-99,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,
2CXO J003316.3-433131,8.3181491,-43.5254667,AGN,3.2777777777778336,2.013251815472684e-15,1.0278033666516064e-15,9.927259506202705e-16,5.068054906834067e-16,2.9412021017284204e-15,1.74633874790125e-15,0.7336276456327999,,,,-9,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,
2CXO J003319.1-433711,8.3296355,-43.6198182,AGN,4.823529411764641,4.440434891115024e-15,1.6124187300860694e-15,1.539790564067088e-15,5.774214615251451e-16,9.642605048444087e-15,3.553988462778482e-15,0.75606004857268,,,,-9,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,
2CXO J003320.9-433745,8.3373174,-43.6292695,AGN,5.411764705882359,4.077895962615106e-15,1.3416080848160346e-15,3.3069593728158225e-15,9.377011469507925e-16,3.923731034618616e-15,1.7083181283186852e-15,0.43974446420544,,,,-99,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,
2CXO J003334.3-432220,8.3929758,-43.3724034,AGN,2.2631578947368736,6.846091097069901e-16,4.5714080239642505e-16,2.86651312987284e-16,2.1121675693799755e-16,9.32994582155648e-16,6.997459366167401e-16,0.915231585177115,,,,-99,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,
2CXO J003403.1-432119,8.5133046,-43.3555303,AGN,2.4324324324323765,3.0361923980454007e-16,2.4841574165826e-16,4.7214058422947805e-16,2.91616243200555e-16,1.01021347144926e-15,8.08170777159425e-16,0.48707363014139,,,,-99,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,
2CXO J003455.1-433544,8.7295875,-43.5957533,AGN,5.085714285714498,4.8455094016750746e-15,1.7859161941529566e-15,2.5767715591985808e-15,8.984053441398955e-16,8.937821560615345e-15,3.0553586855195697e-15,0.0504142939072399,,,,-9,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,
2CXO J003536.8-433615,8.9033862,-43.6042523,AGN,3.999999999999999,4.2049446416646205e-16,3.19575792766515e-16,1.138113305691637e-15,5.040911772182473e-16,4.02430639512985e-15,1.573613894614816e-15,0.68127576382665,0.993,,,-99,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,
2CXO J003541.2-431022,8.9218284,-43.1728915,AGN,4.263157894736788,5.250441942052659e-16,2.1978419521254718e-16,4.7132721011435e-16,2.1321945219459003e-16,1.6013016849380453e-15,7.22882142982906e-16,0.22361886678535,,,,-9,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,
2CXO J010510.2+000855,16.2928688,0.1487427,AGN,4.421052631578986,9.533642560034824e-15,3.405170230830233e-15,2.3418706267051e-15,1.1409113309589e-15,7.251421480057267e-15,3.607555279391644e-15,0.10078381566835,,,,-9,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,
2CXO J020924.5-100811,32.3524629,-10.136545,AGN,10.169450459356376,3.007811429202972e-15,3.8551776474370773e-16,1.252579845854242e-15,2.336082484536882e-16,1.5370629420145656e-15,6.586716829799996e-16,0.958408586945549,1.0,,,-99,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,
2CXO J022654.5-044438,36.7272743,-4.7439107,AGN,3.757575757575999,1.6053321131759252e-16,1.280209256452068e-16,7.845083717851182e-16,3.0698153678548507e-16,1.3352652687430797e-15,6.642895165989389e-16,0.61269307125345,,,,-9,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,
2CXO J033127.2-274247,52.8634809,-27.7131066,AGN,4.875000000000091,3.726798726078222e-16,1.363520329012258e-16,1.8435116185550758e-16,8.085618077455402e-17,2.2818644098638903e-15,7.366993698827658e-16,0.21695464205943,0.062,,,-99,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,
2CXO J033130.5-275143,52.8774282,-27.862157,AGN,9.22389390780332,1.0126730055510682e-15,2.3387183241538284e-16,1.2960182879701193e-15,2.053016705502628e-16,5.1960097058154856e-15,9.81746987738665e-16,0.903641810993653,0.43,,,-9,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,
2CXO J033140.1-274746,52.9173571,-27.7963789,AGN,7.78138300389691,1.6767609510928878e-15,3.4602497349180823e-16,8.73358630244262e-16,1.7298756447720664e-16,1.8274130731339287e-15,6.673831127393966e-16,0.52617170282892,0.506,2.5242057242085045,0.5382239422991534,-9,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,
2CXO J033151.8-280025,52.9658807,-28.0072077,AGN,7.803630502319045,8.177393932049722e-16,2.033180917100573e-16,7.516011266055321e-16,1.5236729023345127e-16,2.189096657713002e-15,5.809583039628792e-16,0.9919968250720976,0.842,,,-9,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,
2CXO J033154.4-274159,52.9767054,-27.6998582,AGN,9.867308270051469,4.897235239910409e-16,9.824311911435779e-17,3.942553022230291e-16,7.197305692053912e-17,2.205165744484357e-15,3.8483178908047534e-16,0.970298431704752,1.0,,,-99,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,
2CXO J033201.5-274327,53.0066579,-27.7243305,AGN,39.74841945118085,4.778400631247058e-16,3.7269570316253046e-17,1.236315299653183e-15,4.5132549667219936e-17,3.04746912236456e-15,1.672021756252693e-16,0.994726955336542,1.0,1.923921549730366,0.1229612515621202,-99,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,
2CXO J033207.1-275129,53.0296504,-27.8581159,AGN,4.967741935484042,1.2866344003048415e-16,1.70405476827895e-17,1.2862535692236062e-16,1.4767741053258975e-17,4.620930193407391e-16,5.1169250193899645e-17,,0.68,,,-9,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,
2CXO J033208.2-274153,53.0345811,-27.6983302,AGN,3.87500000000009,1.6532335404004592e-16,1.9409505597778256e-17,1.381937482085251e-16,1.4262937935045308e-17,6.675018423477731e-16,8.055584112075018e-17,0.5636600088014401,0.246,,,-99,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,
2CXO J033212.9-275237,53.053958,-27.8769742,AGN,27.829271475171648,1.2945962511982886e-16,1.382860968408445e-17,3.981903170420607e-16,2.412923514458911e-17,2.3061653341174502e-15,1.2693585355944498e-16,0.971414430090211,1.0,1.7894483440469906,0.4102559378046383,-9,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,
2CXO J033215.2-274158,53.0633595,-27.6996901,AGN,3.26829268292695,1.210741318357811e-16,2.023630532862107e-17,1.329411286018868e-16,2.4822017763887426e-17,4.87678563655387e-16,5.81313312377202e-17,,0.708,,,-99,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,
2CXO J033216.1-275644,53.0672755,-27.9457658,AGN,8.650494243293497,2.736079318056925e-16,3.472409089622384e-17,2.895406501998873e-16,2.893031135481186e-17,9.757888767501818e-16,1.2265107978927108e-16,0.45647509808037,0.8,4.084189214634948,1.5606706689588052,-9,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,
2CXO J033218.9-274755,53.0791237,-27.7988351,AGN,27.32052819344308,1.557623977066414e-16,1.4705803189064812e-17,2.489224228278648e-16,1.7578567334519353e-17,8.594246038834537e-16,6.357076571166565e-17,0.99517533727431,1.0,3.0798388074069463,0.6349103188317078,-9,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,
2CXO J033229.8-275106,53.1243823,-27.8517029,AGN,20.962124562752777,7.614346999411582e-17,8.75434383994857e-18,1.5654687129780302e-16,1.3941090247837958e-17,1.2566608285292876e-15,8.047953293531639e-17,0.975563271493858,1.0,,,-99,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,
2CXO J033240.4-273515,53.1686185,-27.5876473,AGN,8.61929016602758,1.2634182832656826e-15,2.64651582022926e-16,1.0688323670466046e-15,1.9267947235802023e-16,3.507853828708471e-15,9.272808541575794e-16,0.83314617805978,0.984,2.2286435216472045,0.4689807582499871,-99,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,
2CXO J033244.3-275251,53.1846791,-27.8810182,AGN,12.232609123957324,1.9372741913756368e-16,1.8418422151089558e-17,1.645284357560431e-16,1.5188516958313972e-17,4.4135052779869564e-16,4.807046290297177e-17,0.90325635100595,0.953,10.025780096726663,6.081739701879515,-9,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,
2CXO J033250.1-274135,53.2088118,-27.6930654,AGN,6.12499999999995,1.6822196630869662e-16,2.1015507843835428e-17,2.0519566960145581e-16,2.0220224500403978e-17,6.696488941023414e-16,8.033010206179652e-17,0.959072198378913,0.986,5.055443859839213,4.13794614168278,-99,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,
2CXO J033255.5-274751,53.2312588,-27.7977574,AGN,16.87149458916776,1.7035949490096962e-16,1.7097054935652138e-17,1.7607836934089983e-16,1.5594756287864964e-17,5.21902928925757e-16,5.4664131463306577e-17,0.903004492034881,1.0,3.491604362817135,1.1915269687869747,-9,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,
2CXO J033256.7-273508,53.2362514,-27.5858076,AGN,4.33333333333337,9.68022301436793e-16,2.7305119832145235e-16,1.5710508352989228e-16,6.431769715916828e-17,3.762110558236132e-16,2.3990673177318753e-16,0.73953250559944,0.776,,,-99,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,
2CXO J033314.8-275749,53.3118818,-27.963656,AGN,5.22447376426525,3.358881368558972e-16,1.3876590489507502e-16,3.9545742624321934e-16,1.059685718744682e-16,4.625876534651959e-16,2.114531126538889e-16,0.933680614430716,0.587,,,-9,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,
2CXO J033316.8-275215,53.3201821,-27.8710495,AGN,4.571428571428582,1.1941994186125995e-16,5.336003352231869e-17,1.8238890159114647e-16,8.651113871535587e-17,2.47150794528714e-15,6.994621223936066e-16,0.86584361157101,0.167,,,-9,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,
2CXO J033316.8-280106,53.3203301,-28.0183868,AGN,3.6410256410256143,1.0887575520339811e-16,5.042113451382698e-17,1.575351642133964e-16,7.039693278508509e-17,2.672075904040261e-15,6.572273309307022e-16,0.64176803271476,0.159,,,-9,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,
2CXO J033335.9-274359,53.3996105,-27.7331786,AGN,4.444444444444284,5.283160641993329e-16,1.8418932392377251e-16,4.685792461517421e-16,1.3154083893945383e-16,1.2585318414002033e-15,5.766317282072017e-16,0.2584552521501599,0.85,,,-9,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,
2CXO J033750.1-050817,54.4588215,-5.1381355,AGN,5.35294117647059,1.5583584768351001e-15,5.009009389827001e-16,1.7579842616076842e-15,4.900632264986569e-16,4.359213165638368e-15,1.6066813085920453e-15,0.1114033688218699,,,,-9,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,
2CXO J033758.3-050845,54.4929768,-5.1459043,AGN,5.548387096774151,2.547506382689868e-15,6.560511181775052e-16,1.3034412609361449e-15,4.216217702122095e-16,7.659822304466418e-15,2.4709104207957e-15,0.7121969529834999,,,,-99,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,
2CXO J035057.9-380536,57.7415329,-38.0934098,AGN,9.51265225451012,1.5055095228077794e-14,3.6497200552915e-15,9.999622561935221e-15,1.7934750538958994e-15,4.0047259481347e-14,6.3322513561980005e-15,0.937979879718952,,,,-99,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,
2CXO J074833.7-674507,117.1404562,-67.7520741,LMXB,62.80112153912834,3.192159050795927e-13,5.300794136703323e-15,1.452760681809227e-13,3.1665268707671297e-15,5.276473326454302e-14,3.1705214066577003e-15,0.981541876249579,1.0,5.102413253568877,0.1114131317911237,-99,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,
2CXO J080949.1+521857,122.4548091,52.3159767,AGN,43.14946976043458,2.6366225802525218e-12,8.930407471828039e-14,1.1550421710007998e-12,4.375289750679993e-14,1.3975660613272e-12,8.932275613810005e-14,0.12724403856383,,2.9697640882574032,0.0906587470532879,-99,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,
2CXO J081023.3+421626,122.5973942,42.2739132,AGN,4.777777777778358,1.093445562271648e-14,3.7850038694017e-15,3.2367655853075804e-15,1.6183827926537501e-15,8.1690293344511e-15,4.4558341824279006e-15,0.924528678284418,,,,-99,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,
2CXO J082321.7+042220,125.8404539,4.3724025,AGN,5.411764705882337,2.0337569223653e-14,5.961011669002001e-15,4.7136995181637016e-15,2.178346801438049e-15,3.478677919625872e-15,3.1473752606138552e-15,0.28425168898115,,,,-99,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,
2CXO J084127.1+131410,130.3632518,13.2363805,AGN,28.47419795796953,9.297256902494611e-14,5.555333562313479e-15,5.61095134991922e-14,3.372839915688499e-15,1.4897203809298e-13,1.1609574558629996e-14,0.43088486566418,,2.0405168727898237,0.1134638244498485,-99,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,
2CXO J084822.3+445224,132.0932539,44.8736104,AGN,4.999999999999569,7.025206459092535e-16,1.991864811942761e-16,2.685544867065595e-16,1.0876398340965828e-16,3.7436539374036656e-15,1.1054562875418713e-15,0.86646724489535,0.561,,,-99,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,
2CXO J084837.9+445352,132.1582146,44.8980323,AGN,6.657375322945927,1.4747113724595654e-16,6.608190197752741e-17,4.681705634310862e-16,1.3466580810182198e-16,3.096283143593477e-15,7.120844335214372e-16,0.83955062503333,0.901,,,-99,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,
2CXO J084856.7+445226,132.2364957,44.8739838,AGN,10.080118038091689,1.9510979373830148e-15,3.1874548715495153e-16,7.68053579414801e-16,1.6696952512634763e-16,4.273827398331372e-15,8.117920572394186e-16,0.936987942055024,0.863,,,-9,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,
2CXO J084902.5+445706,132.260474,44.9517046,AGN,13.231518510374425,5.439404627692896e-16,1.3459366506657916e-16,2.8213795953659003e-15,3.3480132012332267e-16,1.0728748233812832e-14,1.2900213091548022e-15,0.82701513158789,0.1,2.2248594754646525,0.3158281791827829,-99,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,
2CXO J091026.9+541243,137.6122225,54.2119636,AGN,23.66664724929715,4.917641493258801e-15,4.815053355815942e-16,8.422323107734745e-15,6.155730145410688e-16,3.8754703341405865e-14,2.7025978850639724e-15,0.6591416507041801,0.223,1.5386453804952305,0.1264612973485898,-99,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,
2CXO J091027.0+542055,137.6125627,54.3488804,AGN,16.713483552205485,5.771159447194665e-15,5.877106594984715e-16,3.481508747294497e-15,3.88321892041133e-16,1.1135238793051791e-14,1.3233216448441162e-15,0.37925640981451,0.034,1.849687148481536,0.1138859117682634,-9,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,
2CXO J091039.8+542034,137.6658684,54.3427864,AGN,10.96538379513242,2.083153827246324e-15,3.5196990865424757e-16,1.497851634512504e-15,2.467053798347945e-16,4.8083497037176815e-15,8.224675662532528e-16,0.7095137771426501,0.881,,,-99,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,
2CXO J092920.1-312303,142.3341014,-31.3842663,LMXB,3.696969696969669,1.053040146246124e-15,4.76375304254185e-16,9.440558268720957e-16,4.917267212814012e-16,3.9174575104122e-15,1.8337035155121e-15,0.78946008073682,,,,-99,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,
2CXO J095753.4+024735,149.4728976,2.793296,AGN,4.628571428571467,2.2106704704410218e-15,9.6248402529975e-16,1.6244178142088e-15,5.11390793362e-16,4.754949831345621e-15,1.9042665162554626e-15,0.63777346340486,,,,-99,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,
2CXO J095801.4+014832,149.5059085,1.8090195,AGN,5.624999999999982,1.9044530270654014e-15,5.433382960593433e-16,1.937244829647797e-15,4.026881081232691e-16,5.62597883000529e-15,1.4214652305899089e-15,0.38981631225571,0.328,,,-99,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,
2CXO J095808.2+015423,149.5342173,1.9066,AGN,6.378464695115044,1.2759985769046805e-15,3.759064795119429e-16,1.8374097982174627e-15,3.258077716351905e-16,6.5751135492894144e-15,1.3121032311535225e-15,0.6895193626337099,0.412,,,-9,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,
2CXO J095834.2+022456,149.6425115,2.4158281,AGN,4.777777777777919,1.225795175865204e-15,9.261012975361562e-16,4.63717503471721e-16,2.062899310072282e-16,7.962382217130362e-15,1.3199787751628176e-15,0.8862700406591,0.966,,,-,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,
2CXO J095840.0+021711,149.6668476,2.2864475,AGN,8.327897588247803,3.809213324418605e-15,5.543367753597084e-16,3.7301876316500505e-15,4.268701715011695e-16,1.2807346635498292e-14,1.6927458961193245e-15,0.88931095985425,0.964,1.9674828497157308,0.2084417248013715,-9,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,
2CXO J095845.0+014845,149.6875219,1.8127254,AGN,7.0850113067874,8.90131497140956e-16,2.5716575424036764e-16,1.5245876523613445e-15,2.614377824195925e-16,6.476192468815483e-15,1.0906608674790109e-15,0.86149982434258,0.915,,,-99,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,
2CXO J095845.2+022442,149.6885984,2.4117375,AGN,7.641712758462435,6.339709546749758e-16,2.557081750396761e-16,1.873782410878977e-15,3.409684021923285e-16,6.392343473746402e-15,1.2687431080759109e-15,0.7588242389961299,1.0,,,-99,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,
2CXO J095846.9+023255,149.6957892,2.5488759,AGN,3.7575757575760336,1.5240007813687106e-16,1.3496669696789432e-16,4.578257131430425e-16,1.5330072849505415e-16,3.5393131117113656e-15,9.397973846224824e-16,0.40485213889391,0.986,,,-9,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,
2CXO J095847.1+023619,149.6965591,2.6054063,AGN,5.622639607813767,5.212844796505094e-16,1.9942194901780966e-16,1.4237032991325745e-15,2.503842501853061e-16,5.641640185600964e-15,1.0048392023314472e-15,0.86102749366581,0.811,,,-9,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,
2CXO J095848.7+013631,149.7032102,1.6088812,AGN,3.5882352941177365,3.118859231178908e-16,1.6659984296908632e-16,4.492842693416858e-16,1.9326513799016868e-16,7.590063041612339e-16,3.95704394504121e-16,0.10328625932433,0.998,,,-9,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,
2CXO J095856.6+021047,149.7362217,2.179913,AGN,3.235294117647178,2.8169638544116995e-16,1.189799385717619e-16,5.83802152492095e-16,1.5865579606340286e-16,1.102194040844754e-15,4.979580606763514e-16,0.6026825137217899,0.27,,,-9,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,
2CXO J095900.2+022811,149.7508952,2.4697497,AGN,8.569782521488795,4.738993143856913e-15,6.445862849734018e-16,2.7930212759413563e-15,3.4839269341916533e-16,5.947171892676084e-15,1.0326422057076214e-15,0.933040311498484,1.0,,,-9,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,
2CXO J095901.2+024418,149.7553526,2.7385147,AGN,4.368421052631854,4.1182834756450933e-16,2.1109974330541692e-16,1.165989111778959e-15,2.70042919359924e-16,2.5979657135319408e-15,8.044627850611004e-16,0.62681824335809,0.611,,,-9,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,
2CXO J095907.6+022816,149.7820261,2.4712105,AGN,2.432432432432251,2.859507011415909e-16,1.3576085197230622e-16,2.6915274649498065e-16,1.0739708113704264e-16,9.650530064688218e-16,4.055170249908024e-16,0.958281741762534,0.82,,,-9,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,
2CXO J095908.5+023316,149.7856196,2.5546794,AGN,6.775083032618899,2.0469417203298986e-15,3.893477261656344e-16,2.124831243144935e-15,3.010830460308829e-16,4.675475692694559e-15,9.625598155954106e-16,0.9279796345599228,0.845,,,-99,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,
2CXO J095910.6+020423,149.7944197,2.0731081,AGN,4.378378378378275,1.2056805536885361e-15,3.362649995427393e-16,4.344088966354955e-16,1.3329715325987472e-16,2.865987051638239e-15,8.033598267747458e-16,0.31159440555246,0.999,,,-,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,
2CXO J095911.0+023333,149.7962316,2.5593021,AGN,4.486486486486439,9.228387241773311e-16,2.888361840573363e-16,5.788255039169515e-16,1.5402755312990344e-16,3.0641486659863094e-15,7.954745601189771e-16,0.61599239820159,0.794,,,-99,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,
2CXO J095931.0+021332,149.8792003,2.2256721,AGN,3.937499999999904,4.608241007566008e-16,1.48159648363438e-16,8.705937137744792e-16,2.1202274700822326e-16,2.463172543554427e-15,8.164067731468459e-16,0.909273096687128,0.637,,,-99,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,
